"Age","MonthlySalary","TotalAsset","TotalRequired","NumberInstallments","Risk"
81,5715,613271,224149,60,100
5,3701,349342,293843,18,100
87,6126,932181,234265,256,43.8759178911144
44,15471,423461,198157,232,12.3809523809524
13,17208,324824,270780,166,100
42,11997,365118,302440,22,100
72,2764,151775,217266,243,100
17,11651,940575,81815,200,100
1,13381,338281,323172,256,100
3,13827,934180,240411,205,100
80,13206,17106,38686,196,48.1179607240715
21,15901,757072,325857,351,1.42857142857143
35,705,360246,286986,262,100
96,9083,240041,35720,301,100
59,14534,243674,230154,232,19.5238095238095
71,10385,804202,284552,16,100
61,1168,828889,18398,300,20.4761904761905
81,373,13827,88295,262,100
18,16509,92122,99841,62,100
12,16489,703775,295770,115,100
83,5031,649348,328115,344,46.7038298854278
47,5275,120664,312686,33,100
65,18389,352847,90196,272,22.3809523809524
48,2558,143329,174956,250,100
69,2094,966612,179496,231,100
70,3567,836420,112200,233,33.4038833715304
67,15045,543479,235003,165,23.3333333333333
30,14546,934355,345704,225,7.49027519276056
65,9161,775974,17769,343,22.3809523809524
2,17468,805736,94721,358,100
17,13744,132810,14575,258,100
49,9027,460255,58232,228,14.7619047619048
43,1376,604337,154942,208,100
31,3495,533261,278039,303,100
45,13819,892400,269429,260,12.8571428571428
75,5498,775038,262733,53,100
33,4987,782281,133326,301,7.14285714285715
72,3579,927400,263,202,25.7142857142857
57,575,843695,164573,83,100
3,12393,35828,154731,203,100
7,7476,109423,117850,356,100
83,19218,257861,363614,139,49.4918944657954
84,10010,740953,129987,189,31.4285714285714
97,9851,563892,318952,18,100
17,11848,199581,226410,28,100
75,5941,323644,351823,318,45.2464869036554
98,11516,554369,85569,261,100
80,11160,173182,25254,41,29.5238095238095
100,16472,412115,174196,294,100
72,4120,918664,331220,101,100
40,843,122640,331907,291,100
97,14074,83817,67295,177,100
98,14076,125403,82524,94,100
66,2724,352652,6144,256,22.8571428571429
67,9056,824500,318892,134,100
54,9029,767763,76152,264,17.1428571428572
20,9736,144742,350625,249,30.8115942619472
34,10339,356756,356659,78,100
56,9453,229848,327015,351,27.9996767295515
54,5095,988338,37369,44,30.4792232930529
74,19616,585886,26679,193,26.6666666666667
16,17444,521405,305372,30,100
74,18642,768483,372711,147,35.4915202395422
22,7887,559745,272936,6,100
72,11816,888422,356377,109,100
8,15231,570384,176898,29,100
24,5491,297485,170821,123,100
19,1970,150513,3161,235,0.476190476190482
97,1697,171895,277490,352,100
91,17268,955878,266789,360,100
33,16106,32600,65201,302,23.8097794293251
75,14969,247030,165334,223,27.1428571428572
88,14390,330752,244444,42,100
54,17525,57582,216069,184,41.5929170774151
73,6353,384628,57267,47,42.1437593494799
75,12657,103595,46150,121,27.1428571428572
21,14286,155565,255903,112,26.9900537089667
60,19264,161081,235895,63,46.7556610638914
64,7881,453057,258372,335,21.9047619047619
14,2427,641294,263322,50,100
13,11468,738578,129557,151,100
27,17000,403510,41571,353,4.28571428571429
94,11522,208701,72636,315,100
10,14664,274365,291044,272,100
12,9617,243190,274412,90,100
49,2464,816482,124966,277,29.8895394785477
58,11613,968799,36414,294,19.0476190476191
48,5591,833975,131899,285,14.2857142857143
51,10611,55103,64080,258,20.3839694429582
4,16267,120209,79454,63,100
25,7261,789864,202929,55,100
77,15211,553024,19253,346,28.0952380952381
11,5265,179176,154318,135,100
6,14555,899735,229629,150,100
52,9082,867613,30564,285,16.1904761904762
84,285,103013,209899,230,100
27,11353,767592,339758,355,4.28571428571429
25,6841,26320,219183,55,100
66,18907,453478,393940,155,31.393256647737
25,4775,704787,19392,157,3.33333333333333
97,467,933650,249444,268,100
61,3359,71309,324496,286,100
1,7169,820318,372104,6,100
16,18753,17616,171447,252,100
17,14442,753339,83474,3,100
99,10078,469254,83256,268,100
69,19910,919012,289164,21,100
99,3777,911685,205680,356,100
11,3007,288129,371645,163,100
68,6005,31684,350982,44,100
87,899,966143,370493,3,100
29,12533,780531,55411,106,5.23809523809524
22,6922,794907,379137,352,13.8162521224581
22,12896,607326,257332,206,1.90476190476191
24,1182,786804,217262,148,100
52,10529,506582,347597,207,28.6231400703908
68,16458,696920,75057,278,23.8095238095238
93,15611,973690,242982,126,100
94,10083,890768,123051,32,100
34,12120,651122,183802,139,10.3999386503385
22,19271,607712,284179,353,1.90476190476191
55,18283,909731,390962,226,17.6190476190476
20,6833,940556,278535,266,12.5340732591527
10,14220,151673,247500,18,100
5,16656,366150,29767,6,100
40,11934,641883,72762,129,10.4761904761905
7,15484,695650,350393,307,100
69,19330,581839,188312,212,24.2857142857143
68,13882,866142,246683,251,23.8095238095238
17,10395,584569,302604,185,100
26,12140,920234,349027,94,100
86,13634,188417,356262,171,59.6048868262015
29,6824,15139,212098,206,47.4328354053764
39,9056,64696,289602,312,36.6988027246589
35,5151,732044,354826,72,100
39,7120,435054,140585,101,26.2826759611623
75,13335,458175,329772,16,100
62,3172,439947,261975,352,40.0789642777619
93,4823,235768,391122,265,100
77,13624,76382,314343,158,63.8358993050206
80,8180,428934,248972,5,100
86,1116,776343,272415,257,100
35,13197,603534,156931,224,8.09523809523809
43,11177,868281,69141,222,11.9047619047619
6,8176,745581,272128,178,100
16,9597,515448,100978,328,100
30,11685,988730,64367,107,5.71428571428571
14,2071,489448,239091,235,100
67,202,353436,325073,272,100
61,11751,314541,363044,26,100
66,965,371,137569,101,100
62,2745,268224,390316,270,100
31,12831,826672,257842,345,6.19047619047619
58,19844,93603,103176,323,22.1403925608392
43,8571,712335,367161,25,100
2,19576,245092,206855,139,100
93,17456,822400,350178,37,100
28,9830,194030,2912,357,4.76190476190476
3,11388,858011,285956,121,100
73,19602,781973,187017,275,26.1904761904762
79,19290,636731,288499,238,29.0476190476191
1,7369,379604,391022,250,100
3,13765,506217,91274,72,100
62,17266,893477,247643,160,20.9523809523809
96,473,427416,187491,59,100
40,17955,265984,16422,309,10.4761904761905
54,11543,184499,95162,212,17.1428571428572
8,18938,418520,79096,154,100
25,3097,291960,347881,299,100
80,11608,361367,312350,176,41.0545922995419
16,10680,926636,310035,209,100
45,13758,16698,197628,104,52.5739846002157
27,4161,332085,38058,347,4.28571428571429
92,10898,514536,83096,246,100
75,19345,364159,286102,338,27.1428571428572
10,2388,500393,243643,334,100
29,3287,105841,17152,65,5.23809523809524
10,16496,961609,241166,95,100
15,3913,49402,248664,117,100
62,17078,426122,92903,136,20.9523809523809
84,5597,811793,133689,117,48.4342338241313
81,6107,809756,228687,49,100
12,10209,782802,240924,291,100
30,10186,965782,152239,39,100
96,2249,803007,110941,326,100
53,18582,190694,362085,57,100
75,14656,216802,15778,68,27.1428571428572
87,12081,768966,146276,329,32.8571428571428
90,1669,32952,152527,100,100
93,8938,312008,309255,282,100
34,8377,912500,13759,307,7.61904761904761
43,7361,311264,328553,357,20.3310330593904
40,18845,843640,63624,45,10.4761904761905
94,16109,521689,125266,4,100
23,6822,493020,375249,318,16.4435614751805
56,11433,597080,142556,168,18.0952380952381
99,16448,107965,82565,97,100
24,14845,9925,240813,77,52.3276863909222
61,487,742809,348956,142,100
45,15176,671611,55459,125,12.8571428571428
78,5456,335747,353347,81,100
79,10246,38414,133173,143,52.7658902687625
7,1233,138413,55933,282,100
82,7648,741438,345140,246,45.6390422658024
84,17733,813570,359294,139,41.8940305419067
61,8737,724883,314758,69,100
73,19778,86445,80203,347,26.1904761904762
39,11568,804821,380822,164,26.7275700108362
77,6740,831925,20845,32,28.0952380952381
9,5078,194746,242574,283,100
17,2312,252176,354504,114,100
84,10188,493231,370433,175,48.7185176986572
39,10013,834325,19376,188,10
41,18409,762518,351471,210,10.952380952381
9,12637,469503,171870,295,100
66,10853,752528,8122,21,22.8571428571429
3,10836,565597,330148,276,100
61,16874,471308,391724,21,100
6,13396,33286,29028,260,100
14,2492,768053,226361,213,100
91,5437,744784,23227,343,100
49,8256,983319,182396,193,18.9753012545179
32,14452,940393,374356,197,14.6494068035061
59,9700,988632,282091,246,24.6605679930033
14,5317,201932,203445,2,100
30,9534,195714,151792,180,5.71428571428571
30,17313,922035,254251,83,20.2082437845916
62,9834,693506,324724,183,35.8123646102976
7,4226,388553,340768,145,100
18,7126,570463,371598,112,100
25,11054,642342,61420,253,3.33333333333333
57,13458,515409,250607,235,18.5714285714286
42,17991,542558,200736,160,11.4285714285714
99,13671,181025,222119,91,100
15,9741,299481,248917,287,100
82,12375,493742,52650,236,30.4761904761905
19,675,602445,236518,219,100
83,3343,542872,169881,294,45.0008030831666
56,13095,128065,217113,9,100
37,3368,626710,44639,13,100
39,3778,191007,63041,301,10
4,8358,278515,339564,18,100
36,17377,819986,156655,83,11.2154339760864
47,613,347340,341474,271,100
86,7783,244386,330665,73,100
2,7293,527703,259773,257,100
97,12032,284421,366149,350,100
28,7923,914237,50430,42,16.0999971672191
77,3892,166656,174863,207,47.6354114499977
91,11981,181658,68962,172,100
3,14171,419020,133950,132,100
30,16505,488902,334114,28,100
34,13753,660100,353451,124,24.8693218201863
100,2853,842758,260639,357,100
43,10286,798589,203702,124,24.3666915863556
76,13890,178637,173056,197,27.6190476190476
90,11613,217162,286296,91,100
54,3655,321396,297164,54,100
34,11235,745257,390120,155,26.0729848691245
96,17634,823443,267977,312,100
21,3058,587091,162217,303,15.7221000558629
42,9356,596650,174662,216,11.4285714285714
87,421,753046,146496,263,100
24,13128,924999,118177,169,2.85714285714285
48,5659,144552,387498,259,100
15,16354,284714,257190,93,100
85,8188,342347,38755,248,31.9047619047619
82,5375,120737,228174,189,64.6640617206501
93,6394,139005,314298,227,100
79,8514,970364,292855,233,39.8013822865371
50,9915,998187,156670,194,15.2380952380952
66,4876,146354,141448,33,100
49,5957,535140,258067,280,26.550962125561
65,13149,372823,305421,195,27.7304535612903
49,19543,660824,349623,279,14.7619047619048
44,18671,963446,126140,126,12.3809523809524
96,4221,479338,339221,139,100
63,18355,573030,186971,279,21.4285714285714
14,10922,504807,316736,35,100
85,6949,82204,85069,123,33.0273800147667
21,9954,914148,107418,6,100
95,110,282839,144287,158,100
63,8326,556227,334345,323,27.9502979884622
96,12076,183064,279457,195,100
77,7937,546079,154235,110,42.559745718886
12,262,473769,388790,269,100
58,360,727748,244818,153,100
40,8840,142915,82065,173,10.4761904761905
96,16417,933935,253972,263,100
28,16305,652555,243404,272,4.76190476190476
76,10391,425060,107889,127,27.6190476190476
45,6701,80816,226297,235,44.4239923219318
28,5378,672873,163475,176,18.7950800690363
13,8430,636372,146208,297,100
54,6350,27309,367048,321,62.8182638108315
76,15884,156713,325743,319,44.9159145765366
12,4408,365090,136336,328,100
56,6356,879607,292045,282,30.9706283033681
44,11796,1212,310755,305,45.5842797610428
84,4270,121085,140291,337,35.9919432770863
67,6075,378933,282752,141,100
46,7757,542472,346740,305,23.9225836842206
36,13084,489394,191097,100,19.0821465139743
10,846,994250,32638,174,100
36,12196,824403,337705,247,12.1706053677449
58,8081,341693,28998,266,19.0476190476191
46,6562,878484,244732,18,100
25,3157,888214,331757,266,100
8,11114,309867,139143,100,100
16,14308,131834,184174,337,100
58,11635,280240,138048,344,19.0476190476191
98,13620,921404,16690,76,100
42,9449,161950,368305,146,100
2,12074,648057,291254,71,100
32,12715,4596,391895,245,46.4457316373008
62,4016,223523,218609,181,100
99,18106,215755,215407,316,100
27,8220,517843,347363,343,10.5632011414435
96,2728,830076,332040,151,100
53,10448,581637,364950,285,22.8028497054391
28,3312,226056,36633,79,14.2871961658302
16,14762,331172,380505,160,100
61,17703,359373,248533,113,26.9795656148374
92,13720,978846,4261,256,100
16,13143,16777,69410,243,100
33,13668,911202,261864,24,100
30,7764,980539,305272,210,21.2444795523493
10,13019,609105,370564,154,100
1,15853,790171,251215,113,100
70,7391,50912,157956,40,100
6,11154,687362,36717,125,100
29,18955,896244,339312,173,6.35707521326067
58,19281,664077,176945,325,19.0476190476191
62,3600,17929,249518,333,69.2090197519866
70,6658,369038,308047,241,40.7323248601365
21,15817,205841,203145,93,10.6251059236365
79,15645,835083,249606,192,29.0476190476191
58,11042,822174,220538,205,19.0476190476191
21,14543,876115,282286,199,1.42857142857143
82,18507,308336,294414,286,30.4761904761905
91,10001,954254,358041,37,100
81,8187,23336,178793,61,100
6,11723,412414,63831,200,100
97,10753,506220,282061,210,100
92,15844,892827,200208,230,100
40,16239,398772,28165,156,10.4761904761905
55,16738,489177,318621,12,100
7,16907,414136,259452,337,100
12,1657,127247,334618,327,100
5,18887,587238,322816,149,100
16,10116,172243,305391,39,100
80,19062,237417,58862,345,29.5238095238095
96,19796,132796,64621,60,100
89,2923,288592,378808,31,100
96,5457,737478,374261,71,100
51,4626,396635,134409,270,18.0720147354078
60,13345,370161,369090,52,100
13,16661,231568,344113,51,100
44,5963,469509,89050,253,12.3809523809524
68,7092,105940,342794,105,100
76,12745,362587,112722,157,27.6190476190476
58,10226,193595,375933,123,100
45,15679,185435,369743,249,29.4730084719077
87,12978,410014,166680,30,100
24,16924,41531,141641,171,26.4167054131824
6,12310,111165,230688,309,100
30,852,724556,217802,216,100
51,13564,763819,217357,80,32.4064864102222
86,13052,938916,82104,316,32.3809523809524
43,11466,250228,13292,64,11.9047619047619
87,16536,845842,302141,182,32.9879647802406
86,2890,59110,181767,9,100
30,235,7163,313400,256,100
84,16573,686447,243258,332,31.4285714285714
73,6634,669832,139113,302,26.1904761904762
40,3072,957354,315775,198,100
82,3485,773909,157132,29,100
92,18475,792773,263731,223,100
70,4309,78222,310867,260,100
51,18970,724081,6655,208,15.7142857142857
88,14955,505128,54464,109,100
87,13725,178141,257593,300,43.138478141875
33,6068,264988,377256,134,100
80,13995,628727,229525,89,44.7682636500848
57,10646,635149,277985,105,38.5008012594033
14,15857,132333,241853,197,100
33,19900,897921,14445,212,7.14285714285715
99,3410,363416,61655,118,100
58,3366,993546,174090,296,33.3039232580849
17,15687,542603,278684,216,100
36,8404,16696,146187,152,42.303839798145
21,12387,300226,329813,206,11.9626013182362
100,14341,682753,9523,360,100
4,2728,387349,340178,347,100
45,294,361069,352940,252,100
37,14521,835794,345967,113,26.57141948716
93,13254,65169,22847,235,100
75,4154,734870,260901,159,100
60,11817,350908,329950,198,29.6957518815982
83,11716,214280,367960,249,51.7799709078109
64,19775,719917,13983,38,21.9047619047619
83,2014,303881,150254,347,48.7817898200317
41,3660,7498,183150,301,56.2041782041782
51,12021,884571,311835,201,23.2196330935087
50,14743,350922,222374,348,15.2380952380952
83,15557,538843,207168,358,30.9523809523809
39,5395,180981,132743,259,10
16,17376,267754,282737,53,100
78,2007,358323,78670,140,100
11,4579,174812,392273,96,100
62,15707,886877,78068,324,20.9523809523809
11,4049,311235,11985,357,100
79,2072,457858,208144,11,100
29,12254,537914,65938,185,5.23809523809524
47,13292,758720,272638,199,14.8031735086364
31,13196,651735,321335,283,6.19047619047619
43,10047,425163,3757,46,11.9047619047619
93,16755,389605,225776,68,100
4,15230,226037,361353,80,100
71,1636,859696,314213,215,100
89,17914,998919,232010,174,100
78,6670,427296,290857,197,46.8459300160102
65,13694,100455,241078,125,51.4899267931067
47,2467,528208,100363,7,100
70,2742,484335,115873,61,100
78,16856,716754,383544,168,37.2938698037253
71,13911,519211,233816,191,25.2380952380952
61,17083,879376,251589,58,100
1,12699,279009,48754,312,100
3,17156,675027,360434,173,100
21,5278,963081,145613,351,1.42857142857143
2,17062,149419,358925,9,100
69,16806,473981,396726,62,100
30,1064,41442,89075,297,100
21,18038,587005,290893,202,1.42857142857143
60,1774,549578,388017,77,100
32,1314,258762,398205,144,100
97,9248,855166,373373,154,100
35,18635,957487,305982,141,12.8045020388688
68,4800,609469,145253,327,23.8095238095238
45,8170,300664,176604,235,12.8571428571428
85,11331,646055,397243,125,100
32,16440,500350,101347,235,6.66666666666667
78,11067,683515,160829,87,41.9492190611205
18,19272,146274,133205,47,100
19,2322,794407,210231,268,100
4,16746,723204,344471,63,100
5,10293,636685,177588,214,100
81,1919,153096,216989,254,100
39,18823,530167,342390,287,10
65,11402,36262,362037,231,61.458523642085
18,17602,290001,195383,322,100
73,8737,996486,378749,187,45.1447264547233
26,19635,488686,382107,171,7.85276300692139
67,13847,802077,47976,199,23.3333333333333
88,18131,224847,160383,330,100
94,2283,273275,6370,110,100
92,3486,594820,294843,181,100
53,961,307610,241271,145,100
13,18348,771960,387742,130,100
24,17191,262488,364258,37,100
25,8637,342403,283583,101,100
17,3713,712379,33024,159,100
9,11813,183552,260913,68,100
26,17856,28791,371163,293,34.5572007061972
68,9147,834409,135094,249,23.8095238095238
99,4995,656152,35958,296,100
93,14211,677685,254834,342,100
17,17838,475515,344335,336,100
95,4071,702547,301019,340,100
54,22,479679,265846,95,100
69,2700,490298,121363,165,100
42,10668,650384,57662,40,20.094012562536
73,19722,111062,350546,160,52.2905220237382
